"ciudad";"codigoDane";"departamento";"bodega";"codigoBodega"
"Vigía Del Fuerte";"05873000";"Antioquia";"Bogotá";"ECF1"
"Barranquilla";"08001000";"Atlántico";"Bogotá";"ECF1"
"Baranoa";"08078000";"Atlántico";"Bogotá";"ECF1"
"Campo De La Cruz";"08137000";"Atlántico";"Bogotá";"ECF1"
"Candelaria";"08141000";"Atlántico";"Bogotá";"ECF1"
"Galapa";"08296000";"Atlántico";"Bogotá";"ECF1"
"Juan De Acosta";"08372000";"Atlántico";"Bogotá";"ECF1"
"Luruaco";"08421000";"Atlántico";"Bogotá";"ECF1"
"Malambo";"08433000";"Atlántico";"Bogotá";"ECF1"
"Manatí";"08436000";"Atlántico";"Bogotá";"ECF1"
"Palmar De Varela";"08520000";"Atlántico";"Bogotá";"ECF1"
"Piojó";"08549000";"Atlántico";"Bogotá";"ECF1"
"Polonuevo";"08558000";"Atlántico";"Bogotá";"ECF1"
"Ponedera";"08560000";"Atlántico";"Bogotá";"ECF1"
"Puerto Colombia";"08573000";"Atlántico";"Bogotá";"ECF1"
"Repelón";"08606000";"Atlántico";"Bogotá";"ECF1"
"Sabanagrande";"08634000";"Atlántico";"Bogotá";"ECF1"
"Sabanalarga";"08638000";"Atlántico";"Bogotá";"ECF1"
"Santa Lucía";"08675000";"Atlántico";"Bogotá";"ECF1"
"Santo Tomás";"08685000";"Atlántico";"Bogotá";"ECF1"
"Soledad";"08758000";"Atlántico";"Bogotá";"ECF1"
"Suan";"08770000";"Atlántico";"Bogotá";"ECF1"
"Tubará";"08832000";"Atlántico";"Bogotá";"ECF1"
"Usiacurí";"08849000";"Atlántico";"Bogotá";"ECF1"
"Bogotá, D.C.";"11001000";"Bogotá, D. C.";"Bogotá";"ECF1"
"Cartagena De Indias";"13001000";"Bolívar";"Bogotá";"ECF1"
"Achí";"13006000";"Bolívar";"Bogotá";"ECF1"
"Altos Del Rosario";"13030000";"Bolívar";"Bogotá";"ECF1"
"Arenal";"13042000";"Bolívar";"Bogotá";"ECF1"
"Arjona";"13052000";"Bolívar";"Bogotá";"ECF1"
"Arroyohondo";"13062000";"Bolívar";"Bogotá";"ECF1"
"Barranco De Loba";"13074000";"Bolívar";"Bogotá";"ECF1"
"Calamar";"13140000";"Bolívar";"Bogotá";"ECF1"
"Cantagallo";"13160000";"Bolívar";"Bogotá";"ECF1"
"Cicuco";"13188000";"Bolívar";"Bogotá";"ECF1"
"Córdoba";"13212000";"Bolívar";"Bogotá";"ECF1"
"Clemencia";"13222000";"Bolívar";"Bogotá";"ECF1"
"El Guamo";"13248000";"Bolívar";"Bogotá";"ECF1"
"El Peñón";"13268000";"Bolívar";"Bogotá";"ECF1"
"Hatillo De Loba";"13300000";"Bolívar";"Bogotá";"ECF1"
"Mahates";"13433000";"Bolívar";"Bogotá";"ECF1"
"Margarita";"13440000";"Bolívar";"Bogotá";"ECF1"
"María La Baja";"13442000";"Bolívar";"Bogotá";"ECF1"
"Montecristo";"13458000";"Bolívar";"Bogotá";"ECF1"
"Morales";"13473000";"Bolívar";"Bogotá";"ECF1"
"Norosí";"13490000";"Bolívar";"Bogotá";"ECF1"
"Pinillos";"13549000";"Bolívar";"Bogotá";"ECF1"
"Regidor";"13580000";"Bolívar";"Bogotá";"ECF1"
"Río Viejo";"13600000";"Bolívar";"Bogotá";"ECF1"
"San Cristóbal";"13620000";"Bolívar";"Bogotá";"ECF1"
"San Estanislao De Kostka";"13647000";"Bolívar";"Bogotá";"ECF1"
"San Fernando";"13650000";"Bolívar";"Bogotá";"ECF1"
"San Jacinto Del Cauca";"13655000";"Bolívar";"Bogotá";"ECF1"
"San Martín De Loba";"13667000";"Bolívar";"Bogotá";"ECF1"
"San Pablo";"13670000";"Bolívar";"Bogotá";"ECF1"
"Santa Catalina";"13673000";"Bolívar";"Bogotá";"ECF1"
"Santa Rosa De Lima";"13683000";"Bolívar";"Bogotá";"ECF1"
"Santa Rosa Del Sur";"13688000";"Bolívar";"Bogotá";"ECF1"
"Simití";"13744000";"Bolívar";"Bogotá";"ECF1"
"Soplaviento";"13760000";"Bolívar";"Bogotá";"ECF1"
"Talaigua Nuevo";"13780000";"Bolívar";"Bogotá";"ECF1"
"Puerto Rico";"13810000";"Bolívar";"Bogotá";"ECF1"
"Turbaco";"13836000";"Bolívar";"Bogotá";"ECF1"
"Turbaná";"13838000";"Bolívar";"Bogotá";"ECF1"
"Villanueva";"13873000";"Bolívar";"Bogotá";"ECF1"
"Zambrano";"13894000";"Bolívar";"Bogotá";"ECF1"
"Tunja";"15001000";"Boyacá";"Bogotá";"ECF1"
"Almeida";"15022000";"Boyacá";"Bogotá";"ECF1"
"Aquitania";"15047000";"Boyacá";"Bogotá";"ECF1"
"Arcabuco";"15051000";"Boyacá";"Bogotá";"ECF1"
"Belén";"15087000";"Boyacá";"Bogotá";"ECF1"
"Berbeo";"15090000";"Boyacá";"Bogotá";"ECF1"
"Betéitiva";"15092000";"Boyacá";"Bogotá";"ECF1"
"Boavita";"15097000";"Boyacá";"Bogotá";"ECF1"
"Boyacá";"15104000";"Boyacá";"Bogotá";"ECF1"
"Briceño";"15106000";"Boyacá";"Bogotá";"ECF1"
"Buenavista";"15109000";"Boyacá";"Bogotá";"ECF1"
"Busbanzá";"15114000";"Boyacá";"Bogotá";"ECF1"
"Caldas";"15131000";"Boyacá";"Bogotá";"ECF1"
"Campohermoso";"15135000";"Boyacá";"Bogotá";"ECF1"
"Cerinza";"15162000";"Boyacá";"Bogotá";"ECF1"
"Chinavita";"15172000";"Boyacá";"Bogotá";"ECF1"
"Chiquinquirá";"15176000";"Boyacá";"Bogotá";"ECF1"
"Chiscas";"15180000";"Boyacá";"Bogotá";"ECF1"
"Chita";"15183000";"Boyacá";"Bogotá";"ECF1"
"Chitaraque";"15185000";"Boyacá";"Bogotá";"ECF1"
"Chivatá";"15187000";"Boyacá";"Bogotá";"ECF1"
"Ciénega";"15189000";"Boyacá";"Bogotá";"ECF1"
"Cómbita";"15204000";"Boyacá";"Bogotá";"ECF1"
"Coper";"15212000";"Boyacá";"Bogotá";"ECF1"
"Corrales";"15215000";"Boyacá";"Bogotá";"ECF1"
"Covarachía";"15218000";"Boyacá";"Bogotá";"ECF1"
"Cubará";"15223000";"Boyacá";"Bogotá";"ECF1"
"Cucaita";"15224000";"Boyacá";"Bogotá";"ECF1"
"Cuítiva";"15226000";"Boyacá";"Bogotá";"ECF1"
"San Pedro De Iguaque";"15232000";"Boyacá";"Bogotá";"ECF1"
"Chivor";"15236000";"Boyacá";"Bogotá";"ECF1"
"Duitama";"15238000";"Boyacá";"Bogotá";"ECF1"
"El Cocuy";"15244000";"Boyacá";"Bogotá";"ECF1"
"El Espino";"15248000";"Boyacá";"Bogotá";"ECF1"
"Firavitoba";"15272000";"Boyacá";"Bogotá";"ECF1"
"Floresta";"15276000";"Boyacá";"Bogotá";"ECF1"
"Gachantivá";"15293000";"Boyacá";"Bogotá";"ECF1"
"Gámeza";"15296000";"Boyacá";"Bogotá";"ECF1"
"Garagoa";"15299000";"Boyacá";"Bogotá";"ECF1"
"Guacamayas";"15317000";"Boyacá";"Bogotá";"ECF1"
"Guateque";"15322000";"Boyacá";"Bogotá";"ECF1"
"Guayatá";"15325000";"Boyacá";"Bogotá";"ECF1"
"Güicán De La Sierra";"15332000";"Boyacá";"Bogotá";"ECF1"
"Iza";"15362000";"Boyacá";"Bogotá";"ECF1"
"Jenesano";"15367000";"Boyacá";"Bogotá";"ECF1"
"Jericó";"15368000";"Boyacá";"Bogotá";"ECF1"
"Labranzagrande";"15377000";"Boyacá";"Bogotá";"ECF1"
"La Capilla";"15380000";"Boyacá";"Bogotá";"ECF1"
"La Victoria";"15401000";"Boyacá";"Bogotá";"ECF1"
"La Uvita";"15403000";"Boyacá";"Bogotá";"ECF1"
"Villa De Leyva";"15407000";"Boyacá";"Bogotá";"ECF1"
"Macanal";"15425000";"Boyacá";"Bogotá";"ECF1"
"Maripí";"15442000";"Boyacá";"Bogotá";"ECF1"
"Miraflores";"15455000";"Boyacá";"Bogotá";"ECF1"
"Mongua";"15464000";"Boyacá";"Bogotá";"ECF1"
"Monguí";"15466000";"Boyacá";"Bogotá";"ECF1"
"Moniquirá";"15469000";"Boyacá";"Bogotá";"ECF1"
"Motavita";"15476000";"Boyacá";"Bogotá";"ECF1"
"Muzo";"15480000";"Boyacá";"Bogotá";"ECF1"
"Nobsa";"15491000";"Boyacá";"Bogotá";"ECF1"
"Nuevo Colón";"15494000";"Boyacá";"Bogotá";"ECF1"
"Oicatá";"15500000";"Boyacá";"Bogotá";"ECF1"
"Otanche";"15507000";"Boyacá";"Bogotá";"ECF1"
"Pachavita";"15511000";"Boyacá";"Bogotá";"ECF1"
"Páez";"15514000";"Boyacá";"Bogotá";"ECF1"
"Paipa";"15516000";"Boyacá";"Bogotá";"ECF1"
"Pajarito";"15518000";"Boyacá";"Bogotá";"ECF1"
"Panqueba";"15522000";"Boyacá";"Bogotá";"ECF1"
"Pauna";"15531000";"Boyacá";"Bogotá";"ECF1"
"Paya";"15533000";"Boyacá";"Bogotá";"ECF1"
"Paz De Río";"15537000";"Boyacá";"Bogotá";"ECF1"
"Pesca";"15542000";"Boyacá";"Bogotá";"ECF1"
"Pisba";"15550000";"Boyacá";"Bogotá";"ECF1"
"Puerto Boyacá";"15572000";"Boyacá";"Bogotá";"ECF1"
"Quípama";"15580000";"Boyacá";"Bogotá";"ECF1"
"Ramiriquí";"15599000";"Boyacá";"Bogotá";"ECF1"
"Ráquira";"15600000";"Boyacá";"Bogotá";"ECF1"
"Rondón";"15621000";"Boyacá";"Bogotá";"ECF1"
"Saboyá";"15632000";"Boyacá";"Bogotá";"ECF1"
"Sáchica";"15638000";"Boyacá";"Bogotá";"ECF1"
"Samacá";"15646000";"Boyacá";"Bogotá";"ECF1"
"San Eduardo";"15660000";"Boyacá";"Bogotá";"ECF1"
"San José De Pare";"15664000";"Boyacá";"Bogotá";"ECF1"
"San Luis De Gaceno";"15667000";"Boyacá";"Bogotá";"ECF1"
"San Mateo";"15673000";"Boyacá";"Bogotá";"ECF1"
"San Miguel De Sema";"15676000";"Boyacá";"Bogotá";"ECF1"
"San Pablo De Borbur";"15681000";"Boyacá";"Bogotá";"ECF1"
"Santana";"15686000";"Boyacá";"Bogotá";"ECF1"
"Santa María";"15690000";"Boyacá";"Bogotá";"ECF1"
"Santa Rosa De Viterbo";"15693000";"Boyacá";"Bogotá";"ECF1"
"Santa Sofía";"15696000";"Boyacá";"Bogotá";"ECF1"
"Sativanorte";"15720000";"Boyacá";"Bogotá";"ECF1"
"Sativasur";"15723000";"Boyacá";"Bogotá";"ECF1"
"Siachoque";"15740000";"Boyacá";"Bogotá";"ECF1"
"Soatá";"15753000";"Boyacá";"Bogotá";"ECF1"
"Socotá";"15755000";"Boyacá";"Bogotá";"ECF1"
"Socha";"15757000";"Boyacá";"Bogotá";"ECF1"
"Sogamoso";"15759000";"Boyacá";"Bogotá";"ECF1"
"Somondoco";"15761000";"Boyacá";"Bogotá";"ECF1"
"Sora";"15762000";"Boyacá";"Bogotá";"ECF1"
"Sotaquirá";"15763000";"Boyacá";"Bogotá";"ECF1"
"Soracá";"15764000";"Boyacá";"Bogotá";"ECF1"
"Susacón";"15774000";"Boyacá";"Bogotá";"ECF1"
"Sutamarchán";"15776000";"Boyacá";"Bogotá";"ECF1"
"Sutatenza";"15778000";"Boyacá";"Bogotá";"ECF1"
"Tasco";"15790000";"Boyacá";"Bogotá";"ECF1"
"Tenza";"15798000";"Boyacá";"Bogotá";"ECF1"
"Tibaná";"15804000";"Boyacá";"Bogotá";"ECF1"
"Tibasosa";"15806000";"Boyacá";"Bogotá";"ECF1"
"Tinjacá";"15808000";"Boyacá";"Bogotá";"ECF1"
"Tipacoque";"15810000";"Boyacá";"Bogotá";"ECF1"
"Toca";"15814000";"Boyacá";"Bogotá";"ECF1"
"Togüí";"15816000";"Boyacá";"Bogotá";"ECF1"
"Tópaga";"15820000";"Boyacá";"Bogotá";"ECF1"
"Tota";"15822000";"Boyacá";"Bogotá";"ECF1"
"Tununguá";"15832000";"Boyacá";"Bogotá";"ECF1"
"Turmequé";"15835000";"Boyacá";"Bogotá";"ECF1"
"Tuta";"15837000";"Boyacá";"Bogotá";"ECF1"
"Tutazá";"15839000";"Boyacá";"Bogotá";"ECF1"
"Úmbita";"15842000";"Boyacá";"Bogotá";"ECF1"
"Ventaquemada";"15861000";"Boyacá";"Bogotá";"ECF1"
"Viracachá";"15879000";"Boyacá";"Bogotá";"ECF1"
"Zetaquira";"15897000";"Boyacá";"Bogotá";"ECF1"
"Florencia";"18001000";"Caquetá";"Bogotá";"ECF1"
"Albania";"18029000";"Caquetá";"Bogotá";"ECF1"
"Belén De Los Andaquíes";"18094000";"Caquetá";"Bogotá";"ECF1"
"Cartagena Del Chairá";"18150000";"Caquetá";"Bogotá";"ECF1"
"Curillo";"18205000";"Caquetá";"Bogotá";"ECF1"
"El Doncello";"18247000";"Caquetá";"Bogotá";"ECF1"
"El Paujíl";"18256000";"Caquetá";"Bogotá";"ECF1"
"La Montañita";"18410000";"Caquetá";"Bogotá";"ECF1"
"Milán";"18460000";"Caquetá";"Bogotá";"ECF1"
"Morelia";"18479000";"Caquetá";"Bogotá";"ECF1"
"Puerto Rico";"18592000";"Caquetá";"Bogotá";"ECF1"
"San José Del Fragua";"18610000";"Caquetá";"Bogotá";"ECF1"
"San Vicente Del Caguán";"18753000";"Caquetá";"Bogotá";"ECF1"
"Solano";"18756000";"Caquetá";"Bogotá";"ECF1"
"Solita";"18785000";"Caquetá";"Bogotá";"ECF1"
"Valparaíso";"18860000";"Caquetá";"Bogotá";"ECF1"
"Piamonte";"19533000";"Cauca";"Bogotá";"ECF1"
"Santa Rosa";"19701000";"Cauca";"Bogotá";"ECF1"
"Sucre";"19785000";"Cauca";"Bogotá";"ECF1"
"Valledupar";"20001000";"Cesar";"Bogotá";"ECF1"
"Aguachica";"20011000";"Cesar";"Bogotá";"ECF1"
"Agustín Codazzi";"20013000";"Cesar";"Bogotá";"ECF1"
"Astrea";"20032000";"Cesar";"Bogotá";"ECF1"
"Becerril";"20045000";"Cesar";"Bogotá";"ECF1"
"Bosconia";"20060000";"Cesar";"Bogotá";"ECF1"
"Chimichagua";"20175000";"Cesar";"Bogotá";"ECF1"
"Chiriguaná";"20178000";"Cesar";"Bogotá";"ECF1"
"Curumaní";"20228000";"Cesar";"Bogotá";"ECF1"
"El Copey";"20238000";"Cesar";"Bogotá";"ECF1"
"El Paso";"20250000";"Cesar";"Bogotá";"ECF1"
"Gamarra";"20295000";"Cesar";"Bogotá";"ECF1"
"González";"20310000";"Cesar";"Bogotá";"ECF1"
"La Gloria";"20383000";"Cesar";"Bogotá";"ECF1"
"La Jagua De Ibirico";"20400000";"Cesar";"Bogotá";"ECF1"
"Manaure Balcón Del Cesar";"20443000";"Cesar";"Bogotá";"ECF1"
"Pailitas";"20517000";"Cesar";"Bogotá";"ECF1"
"Pelaya";"20550000";"Cesar";"Bogotá";"ECF1"
"Pueblo Bello";"20570000";"Cesar";"Bogotá";"ECF1"
"Río De Oro";"20614000";"Cesar";"Bogotá";"ECF1"
"Robles";"20621000";"Cesar";"Bogotá";"ECF1"
"San Alberto";"20710000";"Cesar";"Bogotá";"ECF1"
"San Diego";"20750000";"Cesar";"Bogotá";"ECF1"
"San Martín";"20770000";"Cesar";"Bogotá";"ECF1"
"Tamalameque";"20787000";"Cesar";"Bogotá";"ECF1"
"Agua De Dios";"25001000";"Cundinamarca";"Bogotá";"ECF1"
"Albán";"25019000";"Cundinamarca";"Bogotá";"ECF1"
"Anapoima";"25035000";"Cundinamarca";"Bogotá";"ECF1"
"Anolaima";"25040000";"Cundinamarca";"Bogotá";"ECF1"
"Arbeláez";"25053000";"Cundinamarca";"Bogotá";"ECF1"
"Beltrán";"25086000";"Cundinamarca";"Bogotá";"ECF1"
"Bituima";"25095000";"Cundinamarca";"Bogotá";"ECF1"
"Bojacá";"25099000";"Cundinamarca";"Bogotá";"ECF1"
"Cabrera";"25120000";"Cundinamarca";"Bogotá";"ECF1"
"Cachipay";"25123000";"Cundinamarca";"Bogotá";"ECF1"
"Cajicá";"25126000";"Cundinamarca";"Bogotá";"ECF1"
"Caparrapí";"25148000";"Cundinamarca";"Bogotá";"ECF1"
"Cáqueza";"25151000";"Cundinamarca";"Bogotá";"ECF1"
"Carmen De Carupa";"25154000";"Cundinamarca";"Bogotá";"ECF1"
"Chaguaní";"25168000";"Cundinamarca";"Bogotá";"ECF1"
"Chía";"25175000";"Cundinamarca";"Bogotá";"ECF1"
"Chipaque";"25178000";"Cundinamarca";"Bogotá";"ECF1"
"Choachí";"25181000";"Cundinamarca";"Bogotá";"ECF1"
"Chocontá";"25183000";"Cundinamarca";"Bogotá";"ECF1"
"Cogua";"25200000";"Cundinamarca";"Bogotá";"ECF1"
"Cota";"25214000";"Cundinamarca";"Bogotá";"ECF1"
"Cucunubá";"25224000";"Cundinamarca";"Bogotá";"ECF1"
"El Colegio";"25245000";"Cundinamarca";"Bogotá";"ECF1"
"El Peñón";"25258000";"Cundinamarca";"Bogotá";"ECF1"
"El Rosal";"25260000";"Cundinamarca";"Bogotá";"ECF1"
"Facatativá";"25269000";"Cundinamarca";"Bogotá";"ECF1"
"Fómeque";"25279000";"Cundinamarca";"Bogotá";"ECF1"
"Fosca";"25281000";"Cundinamarca";"Bogotá";"ECF1"
"Funza";"25286000";"Cundinamarca";"Bogotá";"ECF1"
"Fúquene";"25288000";"Cundinamarca";"Bogotá";"ECF1"
"Fusagasugá";"25290000";"Cundinamarca";"Bogotá";"ECF1"
"Gachalá";"25293000";"Cundinamarca";"Bogotá";"ECF1"
"Gachancipá";"25295000";"Cundinamarca";"Bogotá";"ECF1"
"Gachetá";"25297000";"Cundinamarca";"Bogotá";"ECF1"
"Gama";"25299000";"Cundinamarca";"Bogotá";"ECF1"
"Girardot";"25307000";"Cundinamarca";"Bogotá";"ECF1"
"Granada";"25312000";"Cundinamarca";"Bogotá";"ECF1"
"Guachetá";"25317000";"Cundinamarca";"Bogotá";"ECF1"
"Guaduas";"25320000";"Cundinamarca";"Bogotá";"ECF1"
"Guasca";"25322000";"Cundinamarca";"Bogotá";"ECF1"
"Guataquí";"25324000";"Cundinamarca";"Bogotá";"ECF1"
"Guatavita";"25326000";"Cundinamarca";"Bogotá";"ECF1"
"Guayabal De Síquima";"25328000";"Cundinamarca";"Bogotá";"ECF1"
"Guayabetal";"25335000";"Cundinamarca";"Bogotá";"ECF1"
"Gutiérrez";"25339000";"Cundinamarca";"Bogotá";"ECF1"
"Jerusalén";"25368000";"Cundinamarca";"Bogotá";"ECF1"
"Junín";"25372000";"Cundinamarca";"Bogotá";"ECF1"
"La Calera";"25377000";"Cundinamarca";"Bogotá";"ECF1"
"La Mesa";"25386000";"Cundinamarca";"Bogotá";"ECF1"
"La Palma";"25394000";"Cundinamarca";"Bogotá";"ECF1"
"La Peña";"25398000";"Cundinamarca";"Bogotá";"ECF1"
"La Vega";"25402000";"Cundinamarca";"Bogotá";"ECF1"
"Lenguazaque";"25407000";"Cundinamarca";"Bogotá";"ECF1"
"Machetá";"25426000";"Cundinamarca";"Bogotá";"ECF1"
"Madrid";"25430000";"Cundinamarca";"Bogotá";"ECF1"
"Manta";"25436000";"Cundinamarca";"Bogotá";"ECF1"
"Medina";"25438000";"Cundinamarca";"Bogotá";"ECF1"
"Mosquera";"25473000";"Cundinamarca";"Bogotá";"ECF1"
"Nariño";"25483000";"Cundinamarca";"Bogotá";"ECF1"
"Nemocón";"25486000";"Cundinamarca";"Bogotá";"ECF1"
"Nilo";"25488000";"Cundinamarca";"Bogotá";"ECF1"
"Nimaima";"25489000";"Cundinamarca";"Bogotá";"ECF1"
"Nocaima";"25491000";"Cundinamarca";"Bogotá";"ECF1"
"Venecia";"25506000";"Cundinamarca";"Bogotá";"ECF1"
"Pacho";"25513000";"Cundinamarca";"Bogotá";"ECF1"
"Paime";"25518000";"Cundinamarca";"Bogotá";"ECF1"
"Pandi";"25524000";"Cundinamarca";"Bogotá";"ECF1"
"Paratebueno";"25530000";"Cundinamarca";"Bogotá";"ECF1"
"Pasca";"25535000";"Cundinamarca";"Bogotá";"ECF1"
"Puerto Salgar";"25572000";"Cundinamarca";"Bogotá";"ECF1"
"Pulí";"25580000";"Cundinamarca";"Bogotá";"ECF1"
"Quebradanegra";"25592000";"Cundinamarca";"Bogotá";"ECF1"
"Quetame";"25594000";"Cundinamarca";"Bogotá";"ECF1"
"Quipile";"25596000";"Cundinamarca";"Bogotá";"ECF1"
"Apulo";"25599000";"Cundinamarca";"Bogotá";"ECF1"
"Ricaurte";"25612000";"Cundinamarca";"Bogotá";"ECF1"
"San Antonio Del Tequendama";"25645000";"Cundinamarca";"Bogotá";"ECF1"
"San Bernardo";"25649000";"Cundinamarca";"Bogotá";"ECF1"
"Pueblo Nuevo";"25653000";"Cundinamarca";"Bogotá";"ECF1"
"San Francisco";"25658000";"Cundinamarca";"Bogotá";"ECF1"
"San Juan De Rioseco";"25662000";"Cundinamarca";"Bogotá";"ECF1"
"Sasaima";"25718000";"Cundinamarca";"Bogotá";"ECF1"
"Sesquilé";"25736000";"Cundinamarca";"Bogotá";"ECF1"
"Sibaté";"25740000";"Cundinamarca";"Bogotá";"ECF1"
"Silvania";"25743000";"Cundinamarca";"Bogotá";"ECF1"
"Simijaca";"25745000";"Cundinamarca";"Bogotá";"ECF1"
"Soacha";"25754000";"Cundinamarca";"Bogotá";"ECF1"
"Sopó";"25758000";"Cundinamarca";"Bogotá";"ECF1"
"Subachoque";"25769000";"Cundinamarca";"Bogotá";"ECF1"
"Suesca";"25772000";"Cundinamarca";"Bogotá";"ECF1"
"Supatá";"25777000";"Cundinamarca";"Bogotá";"ECF1"
"Susa";"25779000";"Cundinamarca";"Bogotá";"ECF1"
"Sutatausa";"25781000";"Cundinamarca";"Bogotá";"ECF1"
"Tabio";"25785000";"Cundinamarca";"Bogotá";"ECF1"
"Tausa";"25793000";"Cundinamarca";"Bogotá";"ECF1"
"Tena";"25797000";"Cundinamarca";"Bogotá";"ECF1"
"Tenjo";"25799000";"Cundinamarca";"Bogotá";"ECF1"
"Tibacuy";"25805000";"Cundinamarca";"Bogotá";"ECF1"
"Tibirita";"25807000";"Cundinamarca";"Bogotá";"ECF1"
"Tocaima";"25815000";"Cundinamarca";"Bogotá";"ECF1"
"Tocancipá";"25817000";"Cundinamarca";"Bogotá";"ECF1"
"Topaipí";"25823000";"Cundinamarca";"Bogotá";"ECF1"
"Ubalá";"25839000";"Cundinamarca";"Bogotá";"ECF1"
"Ubaque";"25841000";"Cundinamarca";"Bogotá";"ECF1"
"Villa De San Diego De Ubaté";"25843000";"Cundinamarca";"Bogotá";"ECF1"
"Une";"25845000";"Cundinamarca";"Bogotá";"ECF1"
"Útica";"25851000";"Cundinamarca";"Bogotá";"ECF1"
"Vergara";"25862000";"Cundinamarca";"Bogotá";"ECF1"
"Vianí";"25867000";"Cundinamarca";"Bogotá";"ECF1"
"Villagómez";"25871000";"Cundinamarca";"Bogotá";"ECF1"
"Villapinzón";"25873000";"Cundinamarca";"Bogotá";"ECF1"
"Villeta";"25875000";"Cundinamarca";"Bogotá";"ECF1"
"Viotá";"25878000";"Cundinamarca";"Bogotá";"ECF1"
"Yacopí";"25885000";"Cundinamarca";"Bogotá";"ECF1"
"Zipacón";"25898000";"Cundinamarca";"Bogotá";"ECF1"
"Zipaquirá";"25899000";"Cundinamarca";"Bogotá";"ECF1"
"Bagadó";"27073000";"Chocó";"Bogotá";"ECF1"
"Belén De Bajirá";"27086000";"Chocó";"Bogotá";"ECF1"
"Managrú";"27135000";"Chocó";"Bogotá";"ECF1"
"Curbaradó";"27150000";"Chocó";"Bogotá";"ECF1"
"Santa Genoveva De Docordó";"27250000";"Chocó";"Bogotá";"ECF1"
"Beté";"27425000";"Chocó";"Bogotá";"ECF1"
"Puerto Meluk";"27430000";"Chocó";"Bogotá";"ECF1"
"Santa Rita";"27580000";"Chocó";"Bogotá";"ECF1"
"Paimadó";"27600000";"Chocó";"Bogotá";"ECF1"
"San José Del Palmar";"27660000";"Chocó";"Bogotá";"ECF1"
"Neiva";"41001000";"Huila";"Bogotá";"ECF1"
"Acevedo";"41006000";"Huila";"Bogotá";"ECF1"
"Agrado";"41013000";"Huila";"Bogotá";"ECF1"
"Aipe";"41016000";"Huila";"Bogotá";"ECF1"
"Algeciras";"41020000";"Huila";"Bogotá";"ECF1"
"Altamira";"41026000";"Huila";"Bogotá";"ECF1"
"Baraya";"41078000";"Huila";"Bogotá";"ECF1"
"Campoalegre";"41132000";"Huila";"Bogotá";"ECF1"
"Colombia";"41206000";"Huila";"Bogotá";"ECF1"
"Elías";"41244000";"Huila";"Bogotá";"ECF1"
"Garzón";"41298000";"Huila";"Bogotá";"ECF1"
"Gigante";"41306000";"Huila";"Bogotá";"ECF1"
"Guadalupe";"41319000";"Huila";"Bogotá";"ECF1"
"Hobo";"41349000";"Huila";"Bogotá";"ECF1"
"Íquira";"41357000";"Huila";"Bogotá";"ECF1"
"San José De Isnos";"41359000";"Huila";"Bogotá";"ECF1"
"La Argentina";"41378000";"Huila";"Bogotá";"ECF1"
"La Plata";"41396000";"Huila";"Bogotá";"ECF1"
"Nátaga";"41483000";"Huila";"Bogotá";"ECF1"
"Oporapa";"41503000";"Huila";"Bogotá";"ECF1"
"Paicol";"41518000";"Huila";"Bogotá";"ECF1"
"Palermo";"41524000";"Huila";"Bogotá";"ECF1"
"Palestina";"41530000";"Huila";"Bogotá";"ECF1"
"Pital";"41548000";"Huila";"Bogotá";"ECF1"
"Pitalito";"41551000";"Huila";"Bogotá";"ECF1"
"Rivera";"41615000";"Huila";"Bogotá";"ECF1"
"Saladoblanco";"41660000";"Huila";"Bogotá";"ECF1"
"San Agustín";"41668000";"Huila";"Bogotá";"ECF1"
"Santa María";"41676000";"Huila";"Bogotá";"ECF1"
"Suaza";"41770000";"Huila";"Bogotá";"ECF1"
"Tarqui";"41791000";"Huila";"Bogotá";"ECF1"
"Tesalia";"41797000";"Huila";"Bogotá";"ECF1"
"Tello";"41799000";"Huila";"Bogotá";"ECF1"
"Teruel";"41801000";"Huila";"Bogotá";"ECF1"
"Timaná";"41807000";"Huila";"Bogotá";"ECF1"
"Villavieja";"41872000";"Huila";"Bogotá";"ECF1"
"Yaguará";"41885000";"Huila";"Bogotá";"ECF1"
"Riohacha";"44001000";"Guajira";"Bogotá";"ECF1"
"Albania";"44035000";"Guajira";"Bogotá";"ECF1"
"Barrancas";"44078000";"Guajira";"Bogotá";"ECF1"
"Dibulla";"44090000";"Guajira";"Bogotá";"ECF1"
"Distracción";"44098000";"Guajira";"Bogotá";"ECF1"
"El Molino";"44110000";"Guajira";"Bogotá";"ECF1"
"Fonseca";"44279000";"Guajira";"Bogotá";"ECF1"
"Hatonuevo";"44378000";"Guajira";"Bogotá";"ECF1"
"La Jagua Del Pilar";"44420000";"Guajira";"Bogotá";"ECF1"
"Maicao";"44430000";"Guajira";"Bogotá";"ECF1"
"Manaure";"44560000";"Guajira";"Bogotá";"ECF1"
"San Juan Del Cesar";"44650000";"Guajira";"Bogotá";"ECF1"
"Uribia";"44847000";"Guajira";"Bogotá";"ECF1"
"Urumita";"44855000";"Guajira";"Bogotá";"ECF1"
"Villanueva";"44874000";"Guajira";"Bogotá";"ECF1"
"Santa Marta";"47001000";"Magdalena";"Bogotá";"ECF1"
"Algarrobo";"47030000";"Magdalena";"Bogotá";"ECF1"
"Aracataca";"47053000";"Magdalena";"Bogotá";"ECF1"
"El Dificil";"47058000";"Magdalena";"Bogotá";"ECF1"
